url_name,sell_mean,sell_median,buy_mean,buy_median
stradavar_prime_blueprint,16.714285714285715,15,5.75,5.5
vaykor_marelok,33.7,34.0,13.666666666666666,15
serrated_rounds,33.7,34.0,20,20
xiphos_engines,33.7,34.0,17.5,17.5
titania_prime_neuroptics,7.723404255319149,5,17.5,17.5
pangolin_prime_blade,9.5,10.0,17.5,17.5
pangolin_prime_set,41.17857142857143,33.0,10,10
titania_prime_blueprint,11.82857142857143,10,10,10
revo_reducer,9.545454545454545,9,10,10
sentient_scalpel,9.8,6.5,10,10
titania_prime_set,75.93103448275862,67.5,29.6,30.5
tribunal,17.142857142857142,15,29.6,30.5
catapult,13.571428571428571,15,29.6,30.5
blazing_pillage,26.666666666666668,20,29.6,30.5
spellbound_harvest,18.571428571428573,15,29.6,30.5
cruising_speed,55.733333333333334,79,42,40
artillery_cheap_shot,42.27272727272727,50,6.5,6.5
turret_velocity,142.125,99.5,51,30
ordnance_cheap_shot,30.333333333333332,16,51,30
ballista_measure,88.25,87.5,32.5,30.0
quicklock,14,10,32.5,30.0
ordnance_velocity,74.1,60.0,18.666666666666668,20
primed_cleanse_grineer,169.09756097560975,190,65.75,75.5
primed_cleanse_infested,160.63636363636363,125.0,88.75,95.5
primed_cleanse_corpus,179.47826086956522,198,69.11764705882354,50
primed_cleanse_corrupted,136.77777777777777,99.0,57.57142857142857,70
abundant_mutation,22,18,57.57142857142857,70
dizzying_rounds,205,215.0,17.333333333333332,20
revealing_spores,16.3,15.0,17.333333333333332,20
enraged,18.666666666666668,18.5,17.333333333333332,20
rubble_heap,17.636363636363637,15,17.333333333333332,20
precision_strike,72.42857142857143,59,15,15
deadly_maneuvers,399.75,299.5,20,20
banshee_prime_blueprint,10.3,10.0,2,2
chilling_reload,8.125,5.0,2,2
streamlined_form,9.23076923076923,10,2,2
drifting_contact,9,7.0,2,2
valkyr_prime_chassis,38.785714285714285,35.0,11.333333333333334,10.0
primed_cryo_rounds,105.72463768115942,87.0,55.92307692307692,70
centaur_set,60,60,30,30
onorix_set,40,37.5,30,30
agkuza_set,60,60,30,30
healing_return,72.66666666666667,25,56.666666666666664,60
corvas_set,40.875,37.5,15,15
reinforcing_stomp,18.25,15.0,15,15
rathbone_set,51.25,45.0,15,15
relentless_combination,11.642857142857142,7.0,15,15
cernos_prime_blueprint,9.137931034482758,5,2,2
cernos_prime_lower_limb,34.5,30.5,12,11
cernos_prime_upper_limb,13.333333333333334,10.0,3,3
cernos_prime_grip,11.11111111111111,10,3,3
condition_overload,14.902439024390244,10.0,4.666666666666667,5
corroding_barrage,21.5,18.5,4.666666666666667,5
dispatch_overdrive,15.25,17.0,4.666666666666667,5
enduring_affliction,5,5,4.666666666666667,5
pistol_scavenger,30.6,25,5,5.0
wyrm_prime_set,152.11764705882354,150,97.73333333333333,100
naramon_transmute_core,17,17,97.73333333333333,100
vazarin_transmute_core,11,11.0,97.73333333333333,100
vengeful_revenant,17.5,10.0,97.73333333333333,100
astral_autopsy,73.25,69.5,16,16.0
agile_aim,11.285714285714286,9,16,16.0
anticipation,11.285714285714286,9,16,16.0
shred_shot,11.285714285714286,9,20,20
burston_prime_barrel,6.777777777777778,5.0,1.8,2
ice_wave_impedance,21.22222222222222,19,1.8,2
volt_prime_systems,21.136363636363637,20.0,10.5,10.5
dakra_prime_blade,24.375,24.5,14.6,15
glaive_prime_disc,43,40.0,24.923076923076923,25
ayatan_ayr_sculpture,7.470588235294118,6,2.5,2.5
stretch,8.363636363636363,5.0,2.5,2.5
agkuza_guard,11.4,10,4,4
intensify,8.76923076923077,5,4,4
heavy_warhead,20,20,4,4
karak_wraith_stock,45,45,10,10
madurai_transmute_core,45,45,10,10
toxic_barrage,8.717948717948717,6,2.5,2.5
apex_predator,8.717948717948717,6,20,20
shotgun_ammo_mutation,14.727272727272727,10,20,20
calculated_victory,14.727272727272727,10,20,20
hyperion_thrusters,44.2,15,56.666666666666664,60
infested_impedance,31.2,25,56.666666666666664,60
hydroid_prime_systems,83.66666666666667,70.0,28.857142857142858,30
primed_animal_instinct,133.05357142857142,100.0,62.125,60.5
pilfering_strangledome,13.956521739130435,12.5,6,6.0
proton_pulse,5.625,4.5,6,6.0
shockwave_actuators,5.625,4.5,6,6.0
assimilate,26.545454545454547,25,6,6.0
glaive_prime_set,256.05405405405406,247,168.6451612903226,200
scindo_prime_set,48.806451612903224,40,18,15.5
telos_boltace,50.666666666666664,40.0,15.5,15.5
latron_prime_receiver,13.5,13.5,6,6
latron_prime_stock,19.5,19.5,8,7
lex_prime_barrel,5.846153846153846,5,1,1
heart_nyth,3.8,3,1,1
impenetrable_offense,3.8,3,20,20
sybaris_prime_receiver,11.333333333333334,10.0,3,3
staggering_shield,16.8,16.5,3,3
akstiletto_prime_set,140.64705882352942,130,59.55555555555556,60
stropha_set,31.29032258064516,30,59.55555555555556,60
velox_set,11.307692307692308,10,59.55555555555556,60
stahlta_barrel,5.823529411764706,5,59.55555555555556,60
stahlta_set,15.2,15.0,5,5.0
velox_receiver,8.416666666666666,9.0,2,2
stropha_blade,10.083333333333334,10.0,2,2
stahlta_receiver,8.428571428571429,6.0,1,1
stropha_receiver,8.4,8,1,1
stropha_stock,5.2727272727272725,4,1,1
stropha_barrel,8.75,7.0,1,1
stahlta_stock,8.5,9.5,1,1
velox_barrel,11.5,10.0,2,2.0
glaxion_vandal,99.71428571428571,90,33.6,30
primed_rubedo_lined_barrel,144.09876543209876,150,62.53846153846154,70
inaros_prime_set,67.58,58.5,29.571428571428573,25
inaros_prime_chassis,6.804347826086956,5.0,2.5,2.5
inaros_prime_neuroptics,37.588235294117645,30,11,11
inaros_prime_blueprint,9.9,10.0,11,11
inaros_prime_systems,10.052631578947368,10,3.75,3.5
panthera_prime_stock,9.125,9.5,3.75,3.5
karyst_prime_handle,6.461538461538462,5,3.75,3.5
karyst_prime_set,33.523809523809526,27,11.333333333333334,10
panthera_prime_set,54.55,49.0,21.666666666666668,20
panthera_prime_barrel,16.8125,14.0,5.25,5.0
panthera_prime_receiver,25.6,24,7.4,7
panthera_prime_blueprint,7.125,5.0,7.4,7
karyst_prime_blueprint,8.555555555555555,8,1,1
karyst_prime_blade,16.307692307692307,15,4.666666666666667,5
vigilante_supplies,23.42622950819672,20,10.666666666666666,10.5
crushing_ruin,17.476190476190474,15,10.666666666666666,10.5
braton_prime_stock,5.214285714285714,5.0,1,1
dakra_prime_blueprint,12.727272727272727,10,5,5
narrow_minded,50.25675675675676,25.0,26.666666666666668,7.5
xiphos_avionics,40,40,5,5
stand_ground,40,40,20,20
glaive_prime_blueprint,122.22222222222223,119,65.625,65.0
primed_target_cracker,158.75,179.0,78.7,90.0
reflex_draw,19.571428571428573,8,78.7,90.0
akstiletto_prime_link,10,10,3,3
bane_of_corrupted,110,110.0,3,3
maim,18.764705882352942,15,3,3
oberon_prime_blueprint,9.909090909090908,10.0,3,3
looter,59.75,59.5,18,18.0
pistol_ammo_mutation,17.363636363636363,15,18,18.0
poisonous_sting,9.333333333333334,8.5,18,18.0
phaedra_set,70,60,18,18.0
cernos_prime_string,9.571428571428571,8.0,1,1
cernos_prime_set,77.2258064516129,70,35,35
valkyr_prime_blueprint,9.5,8.0,5,5
valkyr_prime_set,77.8923076923077,70,36.5,35.5
venka_prime_blades,10.76923076923077,10.0,36.5,35.5
bounty_hunter,10.76923076923077,10.0,20,20
target_acquired,29.875,34.0,20,20
heartseeker,29.875,34.0,20,20
loyal_companion,10.4,10,20,20
martial_fury,10.4,10,20,20
decisive_judgement,13.947368421052632,10,20,20
twirling_spire,11.923076923076923,10,20,20
auxiliary_power,10.333333333333334,9,3,3
eidolon_lens_blueprint,21.5,17.0,6,6.0
gleaming_talon,20.52,19,10,10
scavenge,7.666666666666667,7,10,10
gunslinger,10.666666666666666,5,10,10
sundering_weave,5,2,10,10
impaler_munitions,5,2,20,20
phoenix_renewal,24.142857142857142,20,20,20
shell_shock,70.85185185185185,60,21.75,25.0
larva_burst,20.333333333333332,15.0,21.75,25.0
cleaving_whirlwind,7.521739130434782,5,21.75,25.0
crowd_dispersion,12.5,9.0,21.75,25.0
cyngas_receiver,14.545454545454545,13,6.5,6.5
odonata_prime_blueprint,10.863636363636363,10.0,6.5,6.5
blind_justice,9.969696969696969,5,6.5,6.5
full_contact,9.285714285714286,6.5,1,1
medi_ray,35.333333333333336,30.0,1,1
electromagnetic_shielding,12.5,10.0,1,1
imperator_vandal_set,63.4,65.0,26,26
afterburner,9,5.0,26,26
primed_pistol_gambit,145.2295081967213,160,77.6923076923077,75
vaykor_hek,33.357142857142854,34.5,15.5,15.5
hydraulic_barrel,12.5,12.5,15.5,15.5
saryn_prime_neuroptics,26.6,25,10.461538461538462,10
nami_skyla_prime_blade,51.63636363636363,45,32.5,32.5
kronen_prime_handle,16.214285714285715,11.5,7,6
gladiator_finesse,12.078947368421053,10.0,3,3
augur_reach,30.59090909090909,27.5,9.666666666666666,10.5
sacrifice,86.6923076923077,80,17.8,20
hunter_track,10.583333333333334,7.5,17.8,20
hunter_command,10.666666666666666,10,17.8,20
boar_prime_receiver,16,13.0,5,5
omega_beacon,34.5,17.5,5,5
regenerative_molt,15.444444444444445,15.0,5,5
boar_prime_stock,58.375,48.0,20.666666666666668,20.5
gorgon_wraith_barrel,10,5.0,20.666666666666668,20.5
kogake_prime_boot,10.2,10,3,3.0
akbolto_prime_set,93.83333333333333,82.5,45,40
akbolto_prime_link,8.133333333333333,5,2,2
akbolto_prime_barrel,8.352941176470589,8,2,2
braton_vandal_blueprint,149.5,136.5,61,67.5
limbo_prime_set,142.15384615384616,130.0,72.2,75.0
partitioned_mallet,17.583333333333332,17.0,72.2,75.0
trapezium_xenorhast,7.25,6.5,1,1
juice,29.666666666666668,35,8,8
saxum_thorax,10,10,8,8
necramech_pressure_point,22.235294117647058,19,5,5
necramech_vitality,21.333333333333332,20,5,5
draining_bite,20,20.0,5,5
necramech_slipstream,13.333333333333334,10,5,5
acidic_spittle,13.333333333333334,10,5,5
endoparasitic_vector,13.333333333333334,10,5,5
necramech_thrusters,42.5,50.0,8,8.0
damaged_necramech_weapon_pod,3.914285714285714,2,8,8.0
faceted_tiametrite,3.25,1.5,8,8.0
damaged_necramech_engine,10.058823529411764,10,2,2
bomb_the_landin,27,27.0,6,6
ayatan_sah_sculpture,7.7894736842105265,5,2.5,2.5
red_veil_augment_mod,16.333333333333332,15,2.5,2.5
cunning_aspect,16.333333333333332,15,2.5,2.5
reflect,13.571428571428571,13,2.5,2.5
rending_wind,13.571428571428571,13,2.5,2.5
corvas_receiver,17.9,12.5,2.5,2.5
noble_cadence,17.9,12.5,2.5,2.5
thermagnetic_shells,5.583333333333333,3.0,2.5,2.5
corvas_stock,12.88888888888889,13,4,4
kinetic_ricochet,9,5.0,4,4
mortal_conduct,20,20.0,4,4
parry,8.5,8.5,4,4
sicarus_prime_blueprint,8.5625,8.5,4,4
gorgon_wraith_set,20.565217391304348,15,4,4
rising_skill,20.565217391304348,15,4,4
fracturing_crush,25.142857142857142,20,11,11
fang_prime_blueprint,4.75,3.0,11,11
radiant_finish,20.555555555555557,19,11,11
ferocity,38.5,35.0,11,11
xiphos_set,450299.5,450299.5,90,90.0
high_voltage,72,67.0,28.2,30.5
vauban_prime_chassis,27.03846153846154,25.0,13.75,15.0
recharge_barrier,66.25,45.0,13.75,15.0
tempered_bound,66.25,45.0,13.75,15.0
focused_acceleration,26.8,20,13.75,15.0
collision_force,10.692307692307692,5,13.75,15.0
latron_prime_blueprint,12.272727272727273,13,4,4
braton_prime_blueprint,5.95,4.5,1,1
defiled_snapdragon,10.25,9.5,1,1
nikana_prime_hilt,64.81818181818181,62.5,26.11111111111111,30.0
recuperate,64.81818181818181,62.5,20,20
nikana_prime_set,103.41176470588235,100,49.8,52.5
vital_sense,9.825,6.5,49.8,52.5
valkyr_prime_systems,14.8,14,4.333333333333333,5
cyngas_set,14.8,14,4.333333333333333,5
broken_war_set,32.5,10.0,4.333333333333333,5
venka_prime_gauntlet,41.17857142857143,40.0,16.333333333333332,15.0
kaszas_set,24.166666666666668,25.0,16.333333333333332,15.0
velocitus_set,49.75,49.5,40,40
fluctus_set,44.166666666666664,42.5,15,15
dual_decurion_set,49.5,49.5,15,15
broad_eye,10,6.5,15,15
voltage_sequence,13.75,12.5,15,15
akbronco_prime_blueprint,6.111111111111111,5.0,15,15
cryo_rounds,6.5,4.0,15,15
silent_battery,11.454545454545455,10,15,15
phaedra_receiver,13.058823529411764,14,5,5.0
euphona_prime_receiver,33.142857142857146,34,11.25,12.5
transient_fortitude,50.8955223880597,20,34.53846153846154,50
concussion_rounds,6.2,8,34.53846153846154,50
howl,17.875,11.5,34.53846153846154,50
agkuza_handle,11.5,10.0,4.5,4.5
carrier_prime_systems,11.235294117647058,10,5,5
covert_lethality,11.166666666666666,10.0,5,5
feathered_arrows,25,25,5,5
loaded_capacity,25,25,5,5
loose_chamber,20,20,5,5
armored_evade,20,20,20,20
nano_applicator,7.0588235294117645,5,20,20
focused_defense,6,6.0,20,20
guided_ordnance,19.8,10,20,20
strun_wraith_blueprint,19.714285714285715,13,20,20
titanic_rumbler,17.545454545454547,15,20,20
spira_prime_blueprint,9.75,10.0,20,20
spira_prime_set,140.31578947368422,130,59.583333333333336,60.0
sheev_blade,12.857142857142858,10.5,59.583333333333336,60.0
sheev_heatsink,13.153846153846153,11,59.583333333333336,60.0
sheev_set,50.578947368421055,50,13,13.0
rumbled,51,50,13,13.0
snipetron_vandal_blueprint,14.384615384615385,10,13,13.0
hunters_bonesaw,16.666666666666668,15.0,13,13.0
velocitus_barrel,14.875,12.5,7,7
toxin_resistance,12.88888888888889,10,7,7
nami_skyla_prime_set,176.35294117647058,170,74.5,80.0
kronen_prime_set,127.97560975609755,120,46,41
helios_prime_systems,12.571428571428571,11.0,46,41
extend,4,4.5,46,41
primed_fever_strike,147.76388888888889,169.5,72.91304347826087,80
exodia_contagion,212.873417721519,150.0,32.72,35
tiberon_prime_set,53.392857142857146,42.5,20,20.0
exodia_epidemic,67.42307692307692,49.5,15.25,13.0
mirage_prime_systems,19.833333333333332,17.0,6,6
mirage_prime_blueprint,59.61538461538461,60,26.705882352941178,28
primed_quickdraw,135.6451612903226,100,63.8,61
mecha_recharge,15.125,10.0,63.8,61
synth_fiber,17.77777777777778,15,4.666666666666667,5
hush,12,14,4.666666666666667,5
fragor_prime_head,16.3,15.0,5.5,5.5
trample,13.5,13.5,5.5,5.5
metal_auger,7.75,5.0,5.5,5.5
master_thief,9,4.5,5.5,5.5
cryo_coating,27.666666666666668,27.0,5.5,5.5
bursting_mass,66,60,10,10
tipedo_prime_set,75.5,70.0,30,30
true_steel,8.8,9,30,30
four_riders,21.61111111111111,18.0,30,30
vectis_prime_blueprint,12.833333333333334,10.0,30,30
animal_instinct,13.03448275862069,10,30,30
combustion_beam,10.304347826086957,5,30,30
harkonar_scope,18,19.0,30,30
aerodynamic,31.055555555555557,25.0,7.5,7.5
atlas_prime_set,76.4,67.5,35.5,34.5
tekko_prime_blade,36.07142857142857,38.5,13.928571428571429,14.0
tekko_prime_set,116.79310344827586,100,60,60
tekko_prime_blueprint,9.434782608695652,10,2,2
necramech_redirection,46.53846153846154,45,16,16
damaged_necramech_weapon_barrel,35.125,35.0,15.166666666666666,15.0
damaged_necramech_weapon_set,121.66666666666667,120,60.666666666666664,66
damaged_necramech_weapon_receiver,37.8235294117647,35,13.75,15.0
infectious_bite,37.8235294117647,35,13.75,15.0
paralytic_spores,37.8235294117647,35,13.75,15.0
crescent_devolution,37.8235294117647,35,13.75,15.0
panzer_devolution,97.5,105.0,10,10
anabolic_pollination,97.5,105.0,10,10
primo_flair,33,32.0,8.25,8.5
jugulus_barbs,9.444444444444445,8,8.25,8.5
saxum_carapace,29.157894736842106,22,8.25,8.5
hard_engage,57,57.0,8.25,8.5
vapor_trail,27,27.0,19,19.0
saxum_spittle,59.583333333333336,50.0,10,10
damaged_necramech_weapon_stock,39.266666666666666,40,15,15
necramech_reach,15.2,10.5,15,15
necramech_continuity,45.888888888888886,40,13.333333333333334,15
cabochon_embolos,8,8,1,1
necramech_steel_fiber,57.142857142857146,47.5,12.333333333333334,10
jugulus_spines,38.53846153846154,35,10,10
damaged_necramech_set,19.476190476190474,20,10,10
purified_heciphron,4.5,3.5,10,10
viral_quills,68.5,55.0,15,15
carnis_mandible,7.7368421052631575,5,15,15
damaged_necramech_pod,9.92,10,2,2
necramech_refuel,21.571428571428573,22.0,2,2
carnis_stinger,23.392857142857142,20.0,2,2
crescent_charge,23.392857142857142,20.0,2,2
survival_instinct,180,180,2,2
nezha_prime_blueprint,8.9,6.5,1.6666666666666667,2
guandao_prime_blueprint,6.741935483870968,5,2,2
combo_killer,156.66666666666666,120,2,2
thrall_pact,19.27777777777778,15.0,2,2
critical_surge,21.727272727272727,19,2,2
theorem_demulcent,46.54545454545455,10,2,2
sporothrix_blueprint,6.529411764705882,5,1,1
necramech_efficiency,17.941176470588236,15,1,1
theorem_infection,10.2,10,1,1
arum_spinosa_blueprint,12.6,10.0,5,5
volatile_quick_return,8.682926829268293,5,5,5
blending_talons,18.923076923076923,15,5,5
arum_spinosa_guard,44,40,14.428571428571429,15
arum_spinosa_set,168.3,150.0,59.9,68.0
sporothrix_set,162.5,147.0,76.85714285714286,90
residual_shock,28.142857142857142,14,76.85714285714286,90
primed_firestorm,202.5483870967742,177.0,67.16666666666667,50.5
primed_fulmination,187.91176470588235,209.5,63.266666666666666,55
bonewidow_set,85,85,37.833333333333336,32.5
bonewidow_weapon_pod,85,85,37.833333333333336,32.5
bonewidow_casing,32.5,32.5,37.833333333333336,32.5
morgha_stock,32.5,32.5,37.833333333333336,32.5
cortege_barrel,95,95,37.833333333333336,32.5
necramech_enemy_sense,15.4375,10.0,37.833333333333336,32.5
cortege_stock,15.4375,10.0,37.833333333333336,32.5
necramech_rebuke,23.928571428571427,19.5,9,9
cortege_set,212.5,212.5,107.85714285714286,125
bonewidow_capsule,34.5,34.5,107.85714285714286,125
voidrig_set,76.20930232558139,70,42.75,40.0
necramech_aviator,13.2,8.5,42.75,40.0
ayatan_hemakara_sculpture,156.75,150.0,39.42857142857143,35
prisma_dual_decurion,116.25,100.0,44.27272727272727,40
cedo_barrel,25,25.0,44.27272727272727,40
cedo_receiver,22.666666666666668,18,44.27272727272727,40
cedo_set,33.35294117647059,25,12.333333333333334,12
mirage_prime_chassis,10.61111111111111,10.0,3,3
kogake_prime_blueprint,8.8,7,2,2
hornet_strike,66.83333333333333,79.5,29,31
sybaris_prime_stock,10.88888888888889,9,5,5
ore_gaze,19.545454545454547,15,5,5
vigilante_offense,14.571428571428571,10.0,5,5
magus_replenish,26.823529411764707,14,11,11
hunter_synergy,13.5,10.0,11,11
slicing_feathers,15.5625,10.0,11,11
braton_vandal_receiver,18.333333333333332,17.5,3,3
braton_vandal_stock,121,99.5,51.5,57.5
peculiar_bloom,33.5,34.5,13,13
chroma_prime_set,79.6896551724138,67.5,29.333333333333332,35
raksa_kubrow_imprint,20.2,17.0,29.333333333333332,35
rubico_prime_set,85.61818181818182,80,37,33.0
gram_prime_blueprint,10.75,9.0,37,33.0
ambush,58.285714285714285,50,20.666666666666668,16
synth_reflex,12.521739130434783,10,1,1
synth_deconstruct,19.6,15,4,4.0
fetch,8.36,5,4,4.0
tek_enhance,21.263157894736842,20.0,5,5
crashing_havoc,21.263157894736842,20.0,5,5
spira_prime_pouch,40.869565217391305,34,15.2,15
transistor_shield,17.636363636363637,15,15.2,15
shell_rush,19,12.0,15.2,15
sheev_blueprint,18.25,19.0,15.2,15
sheev_hilt,15.333333333333334,12.0,15.2,15
banshee_prime_set,90.34782608695652,80.0,36.5,36.5
vauban_prime_set,201.5,196.5,123.08333333333333,130.0
mesas_waltz,15,15.0,5,5
fragor_prime_blueprint,14.647058823529411,13,6,6.0
sands_of_inaros,45.166666666666664,39.0,6,6.0
fragor_prime_handle,18.285714285714285,15,5,5
vauban_prime_systems,100,85,38,40.0
scattering_inferno,22.055555555555557,20.0,9,10
kaszas_handle,12.461538461538462,13,4,4.0
tesla_bank,22.583333333333332,20.0,4,4.0
guided_effigy,25.571428571428573,22,4,4.0
lasting_covenant,19.583333333333332,15.0,4,4.0
razorwing_blitz,17.942857142857143,15,5.666666666666667,5.5
magus_cloud,37.92307692307692,36.5,15.5,15.5
revenge,6.5,2.5,15.5,15.5
corrupt_charge,13.538461538461538,10.0,3,3
equilibrium,54.648648648648646,60,21.7,30.0
carrier_prime_cerebrum,45.888888888888886,45,15,15.0
final_harbinger,14.4,10,15,15.0
burston_prime_set,12.590909090909092,10.0,4,4.0
loki_prime_set,219.3,190.0,114.52941176470588,120
nova_prime_set,125.84615384615384,110,60,60
nyx_prime_set,88.87179487179488,75,36,37.5
soma_prime_set,91.1923076923077,87.5,38.333333333333336,35
twitch,15.2,7,38.333333333333336,35
venomous_rise,15.2,7,38.333333333333336,35
adrenaline_boost,21.666666666666668,25,38.333333333333336,35
blind_shot,10,10,38.333333333333336,35
kill_switch,10,10,38.333333333333336,35
saryn_prime_chassis,67.06976744186046,50,28.352941176470587,30
hunter_munitions,17.19047619047619,15.0,5,5.0
tiberon_prime_receiver,7.3,7.0,5,5.0
meteor_munitions,7.3,7.0,20,20
arcane_acceleration,90.44827586206897,62.5,93,105
augur_seeker,14.136363636363637,10.0,5.666666666666667,5
momentary_pause,14.136363636363637,10.0,20,20
eternal_war,23.6,19.5,20,20
boltor_prime_barrel,19.5,18.5,20,20
gladiator_rush,10.541666666666666,8.0,20,20
vigilante_vigor,8.391304347826088,5,20,20
braton_prime_receiver,7,5,2,2
overcharge_detectors,7,5,2,2
overview,5,5.0,2,2
prize_kill,5,5.0,20,20
quick_charge,5,5.0,20,20
primed_rifle_ammo_mutation,163.77777777777777,165,47.42857142857143,61
razor_munitions,163.77777777777777,165,20,20
arcane_arachne,19.31111111111111,20,5,5
arcane_momentum,19.58490566037736,20,1,1
arcane_precision,166.73333333333332,200,61,10
calm_and_frenzy,23.666666666666668,20.5,61,10
peaceful_provocation,23.333333333333332,22.5,61,10
saryn_prime_systems,14.285714285714286,10,5.5,5.0
delta_beacon,57,57.0,5.5,5.0
nikana_prime_blueprint,12.51063829787234,10,3.5,3.5
recover,12.51063829787234,10,20,20
nikana_prime_blade,23.444444444444443,20.0,9,9.0
pyroclastic_flow,20,20,9,9.0
galvanized_blade,6.5,4.5,9,9.0
zephyr_prime_neuroptics,9.857142857142858,8,9,9.0
zephyr_prime_set,86.90196078431373,80,32.666666666666664,35.5
gnashing_payara,9.4,5,32.666666666666664,35.5
kronen_prime_blueprint,10.052631578947368,9,6,6.0
tiberon_prime_barrel,13.470588235294118,10,3,3
kronen_prime_blade,53.44117647058823,40.0,11.142857142857142,12
winds_of_purity,18.571428571428573,15,11.142857142857142,12
retribution,10.11111111111111,10,11.142857142857142,12
live_wire,20,20,11.142857142857142,12
ivara_prime_set,86.16326530612245,70,25.625,26.0
proof_fragment,49,49,25.625,26.0
empowered_quiver,19.73913043478261,15,25.625,26.0
insatiable,21.6,19.0,25.625,26.0
vigorous_swap,78.91111111111111,100,52.666666666666664,56.0
anemic_agility,11.346153846153847,8.5,52.666666666666664,56.0
rolling_guard,68.90384615384616,72.5,59.77777777777778,66
muzzle_flash,16.333333333333332,15,59.77777777777778,66
exodia_might,65.33333333333333,80.0,26,26
avenging_truth,18.5,17.5,26,26
mirage_prime_neuroptics,8.636363636363637,9.5,26,26
ballistica_prime_upper_limb,10,10,5,5.0
dual_rounds,52.733333333333334,50.0,20.615384615384617,20
orvius_blade,7,5,20.615384615384617,20
burdened_magazine,6.0476190476190474,5,20.615384615384617,20
nami_skyla_prime_blueprint,14.636363636363637,11,3.5,3.5
sonic_boost,27,27.0,6,6
pax_bolt,34.0625,42.5,6.5,6.5
akjagara_prime_set,110.52631578947368,105,49,50
akjagara_prime_link,10.2,9,49,50
magus_melt,126.22222222222223,145.0,48.666666666666664,50
resolute_focus,11.666666666666666,10.0,48.666666666666664,50
magus_firewall,87.7,19.0,50.5,50.5
magus_destruct,150.4,160,73,73.0
desiccations_curse,26.333333333333332,27.0,73,73.0
stradavar_prime_barrel,5.764705882352941,5,73,73.0
stradavar_prime_stock,9,9,3,3.0
repair_kit,10.25,7.0,3,3.0
aero_periphery,5.4,5,3,3.0
anti_grav_array,65,65.0,10,10
aero_agility,56.666666666666664,45,15,15.0
kavats_grace,59.75,39.5,10,10
stasis_field,59.75,39.5,10,10
tractor_beam,59.75,39.5,10,10
proton_snap,8.7,10.0,10,10
primed_chamber,507.91525423728814,450,215.47826086956522,250
odonata_prime_wings,33,28.5,12.333333333333334,13.0
seeking_fury,7.866666666666666,6.0,12.333333333333334,13.0
eidolon_naramon_lens,42.5,42.5,9,9
meteor_crash,10,6.5,9,9
tiberon_prime_stock,20.727272727272727,20,5,4
magus_husk,34.888888888888886,34,6,6
magus_elevate,34.333333333333336,30,11,11
hunter_recovery,9.8,8,11,11
guardian,14.333333333333334,9,11,11
mirage_prime_set,104.03225806451613,95.0,55,60.0
smoke_shadow,18.526315789473685,18,55,60.0
spectra_vandal_handle,20.375,19.5,3,3
spectra_vandal_blueprint,11.666666666666666,10,2,2
shatter_burst,14.5,9.0,2,2
breach_quanta,14.5,11.5,2,2
tether,25.285714285714285,20,2,2
prisma_twin_gremlins,93.83333333333333,92.0,41.333333333333336,40
celestial_nightfall,93.83333333333333,92.0,41.333333333333336,40
primed_charged_shell,122.76106194690266,110,62.53846153846154,80
akjagara_prime_barrel,41.75,44.0,11.875,12.5
charged_bullets,19.37142857142857,15,5,5
particle_ram,63.04347826086956,15,55,55
blackout_pulse,71.75,37.0,64,68
sabot_rounds,53.27777777777778,46.5,14.75,14.0
rubico_prime_receiver,9.333333333333334,9.5,14.75,14.0
galatine_prime_blade,6.833333333333333,6.5,14.75,14.0
gram_prime_set,39.945945945945944,35,8,8
sancti_tigris,37.53333333333333,39,18.25,16.5
rubico_prime_stock,13.8,12,5,5
nekros_prime_blueprint,71.25,69.0,33.785714285714285,35.0
trinity_prime_systems,20.166666666666668,19.0,6,6
pistol_amp,12.903225806451612,10,3,3.0
preparation,74.85714285714286,74.0,44.8,60
titania_prime_chassis,10.478260869565217,10,2,2
corinth_prime_stock,12.23076923076923,10,3.75,4.0
corinth_prime_blueprint,73.625,5.0,4,4
titania_prime_systems,46.142857142857146,50.0,14.555555555555555,15
necramech_intensify,22.310344827586206,15,5,5
fury,10.7,7.0,5,5
citrine_antitoxin,10.7,7.0,5,5
pathocyst_subcortex,9,9.5,5,5
atlas_prime_systems,8.029411764705882,5.0,2.5,2.5
atlas_prime_neuroptics,59.625,59.0,22.1875,23.5
atlas_prime_blueprint,7.04,5,6,6
dethcube_prime_systems,8.647058823529411,10,1,1.0
pyrana_prime_set,86.96875,80.0,45,50
savage_silence,21.666666666666668,16,45,50
reaping_chakram,17.2,15,5,5
supra_vandal,71,69.5,32,31
limbo_prime_blueprint,9.423076923076923,10.0,32,31
braton_vandal_barrel,10.357142857142858,9.5,32,31
ravage,6.733333333333333,5.0,32,31
destreza_prime_blueprint,7.285714285714286,5.0,2,2
master_key,5,5,2,2
out_of_sight,28.5,28.5,10,10
khra,15.277777777777779,15.0,4,5
lohk,15.375,15.0,4.8,5
blood_for_ammo,10.428571428571429,10,4.8,5
failsafe,9.916666666666666,10.0,4.8,5
blood_for_energy,13.833333333333334,14.0,10,10
xata,14.68421052631579,15.0,5.25,5.5
split_flights,108.9,115.0,41.25,40.0
gram_prime_blade,9.428571428571429,9.0,41.25,40.0
voltaic_strike,74.05263157894737,70,21.90909090909091,20
limbo_prime_chassis,73.375,70.0,38,38
ayatan_anasa_sculpture,15.546875,14.0,6.411764705882353,7
